"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.2.82",0.007945,0.011152,-0.0034794,0.02806,-0.028641,-0.028332,-0.0042913,-0.021656,0.035871,0.064604,0.0076057,-0.015176,-0.048927,-0.018072,0.052304,-0.037169,-0.040135,-0.10346,-0.024913,-0.038469,0.014018,-0.048518,-0.013524,0.086983,0.019899,-0.015252,-0.096772,0.014632,0.071913,-0.012695,0.15237,-0.041819,-0.10223,0.072499,-0.056625,0.064544,0.0058208,-0.12224,0.047751,0.085553,0.059113,-0.09998,-0.00062085,0.014443,0.12243,0.049036,0.062065,0.016624,0.068085,0.049764
"Bin.2.78",0.0039025,0.016269,-0.0081278,0.010529,-0.025477,-0.062508,-0.033222,0.0028242,0.053291,0.058814,0.011943,-0.0017508,-0.036402,-0.024989,0.02229,-0.0014716,-0.078256,-0.11224,-0.0032867,-0.029239,-0.0033448,-0.076073,0.023573,0.10968,0.034394,-0.0082525,-0.13018,-0.0093645,0.047658,-0.0046802,0.14436,-0.047247,-0.092541,-0.027393,-0.022278,-0.0057767,-0.10287,-0.11576,-0.021338,0.011366,-0.037836,-0.11355,0.018588,0.043162,0.053193,0.017283,0.058471,0.085446,0.035748,0.014708
"Bin.2.74",-0.0042659,-0.011464,0.011228,-0.016461,-0.0027996,-0.047788,0.00092299,0.075614,0.02153,0.013313,0.058386,0.024512,0.0020284,-0.0070947,-0.050165,-0.0085237,-0.10469,-0.089717,0.02166,0.017471,0.048824,-0.11846,0.0068219,0.13459,0.0084993,0.059941,-0.10806,-0.010571,-0.054118,-0.02448,-0.022249,0.05964,-0.061664,0.101,0.046923,-0.0020751,-0.0063854,-0.037047,0.097263,0.0021005,0.045514,-0.021079,-0.052705,-0.072568,-0.090328,0.019952,0.030299,-0.09772,-0.051999,-0.013655
"Bin.2.70",0.012624,-0.045745,0.050007,0.088115,0.027822,0.00069699,0.084443,0.06293,0.036606,-0.009505,0.038485,0.032974,-0.097898,0.068634,0.074624,-0.0025451,-0.018284,0.085027,-0.013884,0.047134,-0.072806,-0.064115,0.06553,0.022503,-0.09864,0.067287,0.064935,-0.12136,0.067107,0.14283,-0.018457,0.041461,0.055932,0.085245,0.16057,-0.063276,0.1139,-0.022963,0.082165,-0.01777,0.068202,0.11947,-0.03366,0.094685,-0.033573,0.11744,0.11327,0.06843,0.047714,-0.044013
"Bin.2.66",0.020778,-0.025398,0.057454,0.086744,0.0065889,-0.0070517,0.080557,0.058939,0.070813,0.0056281,0.050778,0.010312,-0.13373,0.028265,0.11908,0.056075,-0.16627,-0.020301,0.0079107,-0.051154,-0.059288,0.0079822,0.016741,0.0053003,-0.056824,0.058389,0.014536,-0.06727,0.1574,-0.00063163,0.061708,0.03019,0.015471,0.10042,-0.049024,-0.038906,-0.17847,0.0053402,0.15932,0.046072,0.056633,0.01902,0.091221,0.0065372,0.078924,0.0034202,-0.23719,0.15915,-0.11838,-0.034552
"Bin.2.62",0.013301,-0.0019663,0.020208,0.036725,-0.0015243,-0.051964,0.022146,0.063299,0.045915,0.032002,0.002261,-0.0080317,-0.11957,0.047246,0.062601,-0.0073109,-0.03312,0.073001,0.0049644,0.021136,-0.02828,-0.056381,-0.05357,0.016256,-0.065099,0.039032,0.0062465,0.049763,0.092835,0.061501,0.050216,0.087201,-0.085446,-0.042627,-0.045918,-0.016874,0.072894,-0.014745,0.08116,-0.043133,-0.028249,0.15006,-0.16491,-0.14807,0.087579,0.015574,0.11489,0.011048,0.053879,0.035691
"Bin.2.58",0.0042519,-0.02101,0.042563,0.044239,0.026105,-0.032202,0.02962,0.13839,0.026535,0.049323,0.045166,-0.021259,-0.10782,0.046866,0.070857,0.025312,-0.062716,0.054776,0.016658,0.12472,-0.029398,-0.14366,0.0069559,0.048597,-0.062099,0.09519,-0.0049898,-0.13698,0.078502,0.041569,2.5863e-05,0.20021,0.057826,0.034409,0.19649,-0.086056,0.069503,-0.13356,-0.054501,0.021752,0.084637,0.051827,-0.1165,-0.060609,0.06855,-0.032641,-0.025675,0.099153,-0.02363,0.026426
"Bin.2.54",0.016504,-0.041326,0.055967,0.087387,0.017515,-0.0020538,0.094298,0.047978,0.063411,-0.013543,0.068781,0.034496,-0.11588,0.033506,0.06564,0.030396,-0.10738,0.015286,-0.00018453,-0.01116,-0.027031,-0.074784,0.059186,0.049503,-0.14301,0.093258,0.031796,-0.10824,0.097964,0.034211,0.027573,-0.016285,0.019475,0.077603,0.055198,-0.051688,-0.025681,0.077351,0.077461,-0.0046823,0.035606,0.065206,0.050623,0.099138,-0.094407,0.066605,-0.041925,0.04311,-0.052061,-0.031058
"Bin.2.50",0.0040349,0.00084575,0.017245,0.034985,-0.022838,-0.042061,0.055416,-0.0074715,0.075704,-0.011857,0.040643,-0.0142,-0.071177,0.021751,0.070277,0.035331,-0.0061312,0.051961,-0.0083576,-0.015195,0.028957,-0.088393,-0.02902,0.047671,-0.046394,0.016005,0.0074453,-0.03072,-0.0052878,0.020851,-0.058595,-0.011851,-0.034939,-0.10618,-0.031707,-0.0045597,0.032132,0.04553,0.044025,0.024165,-0.11005,0.029948,0.056015,0.026016,-0.00086507,-0.082886,0.17061,-0.020516,-0.002646,0.0028541
"Bin.2.46",0.0126,0.0044747,0.013607,0.039162,-0.021403,-0.045107,0.057966,0.0038773,0.028865,-0.014179,-0.0036069,0.016025,-0.066999,-0.027351,0.014609,0.0073572,-0.078657,0.069477,-0.027351,-0.0055975,-0.071236,-0.018818,-0.037605,0.049979,-0.063831,0.03623,0.017022,0.010596,0.041497,0.033766,-0.02478,0.21305,-0.0104,0.031903,0.0035922,0.068368,0.0056465,0.022133,0.012912,0.0030035,-0.16885,-0.0016606,0.0018929,0.044143,0.17611,-0.00022023,0.023516,-0.089121,0.0071075,-0.020565
"Bin.2.42",0.0071987,0.0049616,-0.017569,0.034344,-0.024002,-0.027522,0.043261,-0.069687,-0.0084227,-0.030661,-0.074066,-0.0021582,-0.052979,-0.037327,0.047597,-0.018672,0.00065873,0.051075,-0.0065951,-0.01777,-0.025361,0.025518,-0.054393,-0.040166,0.022965,-0.028567,-0.019701,-0.025678,0.036695,0.078414,0.033699,0.13862,-0.038754,0.060113,0.05288,0.027884,-0.030597,-0.085642,0.021358,0.0076515,-0.090453,0.03739,0.031098,0.11011,-0.0035001,0.0072512,-0.0099053,-0.069556,-0.011001,-0.031075
"Bin.2.38",0.0012966,0.01499,-0.03388,0.020604,-0.013054,-0.039375,0.021645,-0.019036,-0.00058445,-0.017364,-0.065499,-0.0076831,-0.040654,-0.042245,0.057966,0.012957,0.036817,0.039303,-0.014733,0.01258,0.0034809,-0.014162,-0.053254,-0.012603,-0.019526,-0.029989,0.031634,0.034779,0.020728,0.056336,0.011325,-0.00040964,-0.01277,0.0088575,0.02152,-0.0069683,0.035612,-0.12163,-0.017408,-0.0010475,0.0737,0.097805,0.048188,0.0063758,-0.041236,0.0065768,-0.023577,-0.052647,-0.061415,-0.070871
"Bin.2.34",-0.0076867,-0.030353,-0.007454,0.014971,0.050077,-0.00056738,-0.015224,-0.033326,-0.036377,0.032391,0.0049142,-0.035274,-0.055387,0.066487,-0.095018,0.079202,0.011939,-0.022967,0.042767,0.10273,0.0035391,-0.085774,-0.014558,-0.036512,0.0062367,0.023772,0.035444,-0.012182,0.052883,-0.0010079,0.084964,-0.022529,0.0056867,-0.028711,-0.085023,-0.11145,0.021176,0.032592,-0.051474,-0.078888,0.049729,-0.069353,-0.084429,-0.097536,-0.031708,0.085648,0.095591,-0.025243,-0.021702,-0.0043776
"Bin.2.30",-0.0040505,0.035381,-0.050017,-0.014217,-0.0062119,-0.027419,-0.02609,-0.059889,-0.0474,-0.010117,-0.025572,-0.066049,-0.030969,-0.023773,-0.058642,0.040251,-0.035044,0.022224,0.037318,0.047419,-0.01696,-0.047171,-0.053216,0.054639,-0.037053,0.027759,0.020954,0.077774,-0.067287,0.018792,-0.029021,0.05639,-0.11176,-0.040401,0.072253,-0.063355,-0.038078,-0.10474,0.0025869,-0.0054791,-0.040626,-0.053473,-0.048954,0.0074371,-0.058054,0.053501,-0.020015,-0.016862,0.00552,-0.056884
"Bin.2.26",-0.00068391,0.023076,-0.02999,-0.018294,0.01387,-0.020231,-0.03276,-0.088154,-0.075203,0.01023,-0.029464,-0.032621,-0.016844,0.082576,-0.055216,0.028836,0.017169,-0.043732,-0.0023712,0.078833,0.004667,-0.032499,-0.079027,0.0080762,0.069393,-0.014919,0.013967,-0.034415,-0.0058563,0.022285,0.018105,0.075191,-0.099922,0.034038,0.023148,-0.088919,0.014157,-0.033778,0.012898,0.069816,-0.044855,0.025584,-0.072841,0.018165,-0.027461,-0.029566,0.04444,0.072102,-0.005433,0.0078684
"Bin.2.22",0.0017398,0.025476,-0.0544,0.0036058,-0.046356,-0.0039793,-0.014961,-0.033987,-0.010148,-0.00081404,-0.049351,-0.05993,-0.057382,-0.04211,0.021204,-0.017972,0.032443,0.033884,-0.0040841,0.029238,0.00082962,-0.0032407,-0.060066,0.032676,0.0018091,-0.033985,0.016997,0.018468,-0.13265,0.025489,-0.0067658,0.053964,-0.070026,-0.028419,-0.080616,0.029016,-0.04489,0.055123,0.086574,0.046043,-0.01245,-0.012622,0.028444,0.057231,-0.084667,-0.037409,-0.030692,0.046911,-0.01002,0.019531
"Bin.2.18",-0.0022519,0.0036694,-0.0035323,-0.0022472,-0.030273,-0.060442,-0.036676,0.043017,0.077237,0.013335,0.027314,-0.059791,-0.12762,-0.020949,0.050643,-0.032846,0.036558,0.096781,0.054841,0.032349,0.0083827,-0.0083318,-0.081273,0.012324,-0.030943,0.14933,-0.10458,0.022581,0.040764,-0.096842,-0.1079,-0.11005,-0.034226,-0.1248,-0.073601,0.068892,0.023493,0.064084,0.13375,0.049109,-0.086634,-0.010628,-0.15268,-0.040802,-0.0065362,0.042098,0.077945,-0.082674,0.13635,0.045439
"Bin.2.14",0.00080574,0.027354,-0.021421,0.004485,-0.025074,-0.040046,0.016092,-0.051684,-0.0023045,-0.015735,-0.040197,-0.042785,-0.02664,0.0085009,0.014095,-0.0038902,-0.01656,0.052057,0.023782,0.065176,-0.04182,0.00025844,-0.079193,0.036769,-0.062876,0.062189,0.010562,-0.0049896,0.065575,0.014146,-0.078829,0.028651,-0.022436,-0.10478,0.037687,0.060256,0.025466,0.050371,0.0099649,0.032082,-0.043972,-0.051205,-0.011119,0.065117,0.1044,0.10675,-0.0056706,-0.031988,-0.063805,-0.039836
"Bin.2.10",-0.0080769,0.038724,-0.032527,-0.028926,-0.0095919,-0.049505,-0.026994,-0.022063,0.016975,0.012252,-0.022816,-0.015867,0.019037,0.057478,-0.032891,0.05056,-0.0079198,-0.04339,-0.030963,0.031057,-0.024431,-0.0030339,-0.037144,-0.01577,0.0084643,0.0092627,2.2526e-05,-0.0092881,-0.013799,0.019733,0.011312,-0.0040281,-0.00043261,0.019759,0.062662,0.0045156,-0.0077941,-0.071754,-0.015081,-0.0037888,-0.019111,-0.0026706,-0.019986,-0.044897,-0.0073751,-0.019888,-0.0047753,-0.02162,-0.10332,-0.035099
"Bin.2.06",-0.0082171,0.02877,-0.022642,-0.028282,-0.027792,-0.044705,-0.017758,0.036892,0.066976,0.032778,0.0041083,0.002606,0.0054936,0.0024969,-0.007067,0.017006,-0.040373,-0.062026,-0.042248,-0.061273,0.0011073,-0.016017,0.028375,-0.0072069,-0.063523,0.015076,-0.083891,-0.0208,-0.055163,-0.028216,0.021053,0.00859,-0.019992,0.061111,-0.058612,0.0095211,-0.070852,-0.074502,0.075957,0.0064543,0.024052,0.0143,0.0031675,0.033039,0.098156,-0.0071662,0.0011708,-0.033155,-0.045657,0.029073
"Bin.2.02",-0.00078082,0.027392,-0.020584,-0.0072148,-0.021691,-0.036723,-0.013255,-0.013856,0.082985,0.03963,-0.01644,-0.01191,-0.0022577,0.027465,0.0097097,0.024631,-0.022294,-0.033742,-0.046112,-0.015208,-0.00075461,0.062056,0.0089626,-0.0074822,-0.029362,-0.091905,-0.0063521,-0.059237,-0.060984,0.034804,-0.012217,-0.0055712,-0.04627,0.030774,-0.028892,0.054528,0.042465,-0.10621,0.048887,0.011734,0.029665,-0.025958,0.074074,0.069457,0.043428,0.062309,-0.088535,-0.0042475,0.041775,0.0048168
"Bin.1.98",-0.006441,0.03724,-0.023658,-0.022661,-0.019308,-0.044192,-0.037168,-0.0035076,0.075384,0.029585,0.0034552,-0.015429,-0.018409,0.014468,0.014185,0.002325,-0.0024864,-0.037012,-0.048157,-0.039458,-0.011358,0.010139,-0.027428,0.012381,0.059938,-0.036013,-0.011858,-0.033498,-0.017265,0.002977,0.014185,-0.032519,0.0039924,0.012163,-0.0075733,-0.0084765,-0.0016394,-0.05385,-0.030094,0.032926,0.040803,-0.0019997,-0.043104,0.067043,0.039148,0.02936,-0.035031,0.034494,0.035745,0.014358
"Bin.1.94",-0.0083276,0.030735,-0.021474,-0.020862,0.0096377,-0.040421,-0.045329,-0.026752,0.0071749,0.028618,-0.014145,-0.0078105,-0.0088602,0.04592,-0.02974,0.043799,0.028259,-0.071237,-0.044581,0.017085,-0.001124,-0.057708,-0.071512,0.023165,0.057533,0.018951,-0.044429,-0.04472,0.021415,0.0089243,0.032738,0.12612,0.072726,-0.060116,-0.06404,-0.16241,-0.025308,0.078418,0.025532,0.0044118,-0.039698,0.0052893,-0.023484,-0.004109,-0.052328,0.041762,0.065626,0.00032299,-0.00057163,-0.014824
"Bin.1.90",-0.0043934,0.029689,-0.020889,-0.0024799,-0.011738,-0.030252,-0.022772,-0.058235,0.013865,0.0049511,-0.070871,-0.0083893,0.036016,0.015688,0.019789,-0.0085756,0.087392,-0.045815,-0.031435,-0.0061625,0.0015348,-0.0012754,-0.067809,-0.051022,0.081176,-0.061005,-0.020328,-0.023537,0.086412,0.022711,0.053039,0.013803,0.066375,-0.01278,-0.024865,-0.13261,0.078657,0.01499,-0.042576,-0.00027153,-0.039463,0.047001,0.023547,0.0047388,-0.0085424,0.03804,0.048798,-0.081272,-0.025075,-0.10533
"Bin.1.86",-0.014292,0.040133,-0.024152,-0.0198,-0.014545,-0.039329,-0.049223,0.008371,0.06997,0.0289,0.0044541,-0.039109,-0.019749,0.010998,0.018957,0.02841,0.0032738,-0.031546,-0.0079695,-0.023776,-0.010227,-0.012499,-0.021883,0.0039779,0.051594,0.0093914,-0.033731,0.02396,0.038201,-0.013911,0.02211,-0.051847,0.00065342,0.011019,0.006408,-0.022795,0.0078366,0.035992,-0.032092,0.055758,0.047769,-0.019318,-0.062244,0.064461,0.06343,0.072231,0.03259,-0.010749,0.016817,-0.030793
"Bin.1.82",-0.01331,0.037084,-0.027189,-0.019663,-0.0128,-0.029071,-0.029056,0.028844,0.069513,0.044805,0.0097588,-0.017427,-0.0044513,0.02431,0.02474,0.032404,-0.0068048,-0.055737,-0.030251,-0.030693,0.0098011,-0.04906,-0.028376,0.055378,0.043936,-0.031513,-0.040042,0.0079901,-0.037081,0.0032307,0.017744,0.027927,0.0085531,-0.031838,-0.093393,-0.054145,-0.017097,0.052152,0.0030059,0.074973,0.033481,0.026731,0.03455,0.021897,0.035676,-0.043227,0.051721,0.039391,-0.035093,0.025415
"Bin.1.78",-0.011296,0.046789,-0.020401,-0.026766,-0.022156,-0.026738,-0.020452,0.017061,0.071173,0.02361,0.0099339,-0.017613,0.00010127,0.022313,0.019292,0.029008,0.014039,-0.03051,-0.043077,-0.039205,0.0057801,-0.04925,-0.063062,0.030677,0.066356,-0.022264,0.011115,0.019489,-0.0065295,-0.023092,0.029025,-0.0090564,-0.012173,-0.059861,-0.049202,-0.098718,-0.012859,0.058499,0.029632,0.076049,-0.0035036,0.028878,0.058338,-0.010874,0.040416,0.016181,0.019706,0.0018091,0.040042,-0.042741
"Bin.1.74",-0.008834,0.053316,-0.026784,-0.014914,-0.022425,-0.032034,-0.027814,0.011756,0.069559,0.0031491,-0.021309,-0.04237,0.064034,-0.01362,0.0034766,0.014225,-0.032547,-0.0029956,-0.021195,-0.013047,-0.028244,-0.006081,-0.048615,0.055209,-0.0088005,-0.0047006,0.0087903,0.039731,0.045677,-0.024874,-0.036025,0.032903,0.069753,-0.046908,0.052143,-0.09777,0.05406,-0.028599,-0.00012084,0.042416,-0.055325,-0.035528,0.04093,0.0092656,0.099044,0.057232,-0.041396,-0.089717,0.040115,-0.066643
"Bin.1.70",-0.0097242,0.054379,-0.03951,-0.027424,-0.018957,-0.039338,-0.04198,0.0097948,0.075571,0.014605,-0.015684,-0.042667,0.062142,-0.0093638,0.004972,0.026006,-0.027874,-0.015091,-0.016947,-0.01682,-0.021527,0.019128,-0.050675,0.018926,0.0058623,-0.014168,0.0089232,0.0421,0.01099,-0.015974,0.010362,-0.01782,0.037802,-0.035006,4.5707e-05,-0.093582,-0.0076972,-0.031344,0.0077576,0.059619,0.0026772,-0.062118,0.033894,0.017117,0.047938,0.062416,0.0063258,-0.073697,0.038319,-0.045941
"Bin.1.66",-0.0099259,0.040866,-0.039806,-0.02803,-0.016468,-0.04069,-0.028658,-0.0024422,0.061629,0.00080878,-0.014436,-0.019243,0.0217,0.016761,0.037162,0.0073055,0.032635,0.0087135,-0.025174,-0.03057,0.0048411,0.012518,-0.074689,0.023771,0.045171,-0.054395,0.036217,0.026765,-0.0089738,-0.030401,-0.018618,-0.042399,-0.0031508,-0.04025,-0.035956,-0.049039,0.012754,0.035875,0.044961,0.11792,0.039995,0.036912,-0.01453,-0.057552,-0.030404,0.020709,-0.041262,-0.025132,-0.051594,0.050387
"Bin.1.62",-0.009317,0.042273,-0.043835,-0.016066,-0.018847,-0.039369,-0.033042,-0.0039349,0.046264,0.0093364,-0.021622,-0.043059,0.025975,-0.012937,0.027097,0.01468,-0.0016166,0.0041195,-0.025389,-0.0055154,-0.033099,0.037702,-0.075342,0.049218,0.057352,-0.039528,0.038178,0.061868,0.0068577,-0.0052374,0.025391,-0.021481,-0.0064064,-0.0056473,-0.031006,-0.068643,-0.065599,0.0095829,0.011343,0.077828,0.067958,-0.01189,-0.0017742,-0.036405,-0.030819,0.027984,-0.029825,-0.015425,0.0063156,0.0033889
"Bin.1.58",-0.006551,0.04254,-0.040694,-0.018904,-0.023676,-0.0308,-0.029275,0.021879,0.054997,0.026817,0.004764,-0.048662,0.0055495,0.014782,0.043258,0.01971,0.0045367,-0.024646,-0.048125,0.00075683,-0.018118,-0.0083237,-0.068698,0.062795,0.070345,-0.020473,0.030773,0.02619,0.010177,-0.0082901,-0.013823,0.014913,0.016416,-0.035103,-0.011742,-0.061032,-0.032982,0.034956,-0.015439,0.065145,0.073169,0.0073848,0.0039654,-0.081049,-0.052346,-0.053494,-0.027423,0.034948,-0.023355,0.00055547
"Bin.1.54",-0.0044388,0.044799,-0.022223,-0.012466,-0.045602,0.052517,-0.043083,0.0077123,0.042248,0.067596,0.0083325,-0.072217,0.045511,0.017093,0.0626,0.015311,-0.032732,0.0011458,-0.046604,-0.00054489,0.013023,-0.042265,-0.046382,0.02957,0.055062,-0.02474,0.045627,0.0078409,0.0083563,-0.0075622,-0.017225,0.06092,0.043607,-0.053327,0.0076063,-0.041866,-0.017494,0.014924,0.011668,-0.010198,0.0028784,0.030498,-0.0052519,-0.020727,0.053525,-0.0015681,-0.054554,0.019185,0.0051562,0.0081515
"Bin.1.50",-0.012094,0.051202,-0.030846,-0.003792,-0.02022,-0.012364,0.010456,-0.017957,0.03042,0.00014492,-0.024842,0.0016002,0.042069,-0.064833,0.012566,0.049502,-0.012945,0.033075,-0.035324,-0.011327,-0.059565,-0.024961,-0.039505,0.031599,0.0029105,0.022428,0.042247,-0.029104,0.070381,0.0052334,-0.024951,0.082367,0.08955,-0.089728,0.094914,-0.06276,0.053354,-0.0052078,-0.096338,-0.019368,0.0099656,0.024667,0.074069,-0.073331,0.027892,-0.0044203,0.018679,-0.012839,-0.029687,-0.036479
"Bin.1.46",-0.010793,0.048031,-0.031768,0.0074428,-0.017744,-0.0015778,-0.0021778,-0.059487,-0.0051305,-0.014183,-0.056778,-0.0094175,0.015529,-0.07253,-0.0028538,0.028564,0.011307,0.037734,-0.0079877,-0.019149,-0.019373,0.0029372,-0.031824,-0.0041963,0.015819,-0.024677,0.081535,-0.014807,-0.0085383,0.005731,-0.07764,0.011388,0.031823,-0.03793,-0.011349,-0.085314,0.0094709,-0.048125,0.0034947,0.015786,-0.020364,-0.017769,0.141,-0.063272,-0.069681,0.057245,0.0096944,0.068846,-0.023073,-0.021931
"Bin.1.42",-0.01514,0.054006,-0.041846,-0.0064991,-0.01916,-0.023815,-0.02843,-0.02382,0.022942,0.0054625,-0.041911,-0.040434,0.018939,-0.056089,-0.0068964,0.047148,-0.011688,0.01179,-0.0039195,-0.014337,-0.02398,0.021221,-0.047578,0.013654,0.028985,0.013245,-0.0058541,0.032937,-0.023702,0.021071,0.0049264,0.036063,0.0046064,-0.032782,-0.047429,-0.080287,-0.071422,-0.010938,0.045177,0.0090352,0.029168,0.0049655,0.073774,-0.037254,-0.025909,0.073715,0.057932,0.041075,0.0039307,-0.0015719
"Bin.1.38",-0.010829,0.035898,-0.035207,-0.01223,-0.011759,-0.027715,-0.026176,-0.009861,0.059908,0.040142,-0.038164,-0.0059974,0.013306,0.0018332,0.078267,-0.021724,0.048756,-0.015864,-0.0094712,-0.024009,0.044666,-0.024512,-0.050221,-0.022866,0.053576,-0.04967,-0.05684,-0.02941,0.024263,0.017556,0.046995,-0.030746,0.066204,-0.021072,-0.043868,-0.058643,-0.01544,-0.074845,-0.0018241,-0.019804,-0.030835,-0.022549,0.049507,0.010536,-0.069267,-0.065455,0.022503,-0.090027,-0.20095,-0.028818
"Bin.1.34",0.009173,0.018542,-0.046804,0.023498,-0.036738,0.045902,0.013439,-0.086591,-0.036159,0.029901,-0.10957,0.0016553,-0.018108,-0.057501,0.07726,0.0048065,0.054149,0.04595,-0.0026165,-0.020607,-0.016117,0.041159,-0.0071515,-0.036332,-0.0069331,-0.039089,0.023652,-0.030833,0.012622,0.024103,0.019561,0.025919,0.028806,-0.03118,-0.026693,-0.021712,0.087576,0.0035243,0.051805,-0.0285,0.034206,-0.020015,0.02165,0.010809,-0.0937,-0.10756,-0.074941,-0.032237,0.074284,-0.021778
"Bin.1.30",0.012387,0.0085343,-0.046125,0.025215,-0.040875,-0.0035373,0.0066944,-0.019161,0.0048261,0.027889,-0.058172,-0.03636,-0.05523,-0.005442,0.094631,-0.011734,0.14893,0.035659,-0.051503,0.016122,0.0025147,0.0096734,-0.030727,-0.024039,-0.029467,-0.043324,0.0017847,-0.08806,0.0090773,0.033552,-0.027351,-0.023931,0.078032,-0.033383,0.010263,-0.007373,0.06135,-0.019242,0.074968,-0.022833,-0.018532,0.12965,0.01853,-0.057377,-0.052494,-0.15646,-0.019312,0.065096,-0.021742,-0.025322
"Bin.1.26",0.0075248,0.011073,-0.012147,0.017191,-0.018825,-0.057059,0.024237,0.076404,0.048017,0.0013305,0.02439,-0.034669,-0.066263,-0.043095,0.016062,0.05595,0.002882,0.036651,-0.055711,0.064183,0.017849,-0.084999,-0.051847,0.066049,-0.064994,0.0056906,0.061081,-0.01715,-0.05277,0.043712,-0.037371,0.035955,0.075802,-0.015337,0.030671,-0.013189,-0.065011,0.048043,0.084573,-0.011777,-0.015292,0.055465,-0.0053535,0.083218,0.034849,-0.01431,0.072162,0.053681,0.093911,-0.042692
"Bin.1.22",-0.002374,0.011506,-0.02743,0.011401,-0.023091,-0.022398,0.036971,0.020668,0.0076659,-0.00023365,-0.038227,-0.048851,-0.097846,-0.14695,0.014336,0.021488,-0.013198,0.025382,-0.02507,0.087869,-0.013376,-0.0481,-0.083999,0.042961,-0.038016,-0.056472,0.13478,0.079084,-0.096069,0.060505,0.036778,0.058821,-0.089623,-0.039429,-0.0022628,-0.025062,-0.081635,0.060535,0.17232,-0.021941,-0.029673,0.11135,-0.09816,-0.036238,0.012859,-0.059384,-0.02745,-0.016909,-0.047661,0.012438
"Bin.1.18",-0.0048623,0.021056,-0.046236,0.014373,-0.021853,-0.010093,0.032774,-0.058437,-0.03242,-0.0078535,-0.12874,-0.03772,-0.053811,-0.077454,0.062508,-0.013777,0.092803,0.035669,0.033783,0.025572,0.011595,0.010058,-0.054905,-0.056207,-0.041806,-0.087462,0.042044,0.075333,-0.030666,0.12615,0.065461,0.032476,-0.038138,-0.033846,-0.03819,-0.043563,-0.025518,-0.021467,0.18715,0.0040889,-0.030195,0.10848,-0.093843,-0.040451,-0.056441,0.10724,0.07326,0.010141,-0.026246,-0.011559
"Bin.1.14",-0.019674,0.022364,-0.040679,0.014602,-0.0086589,-0.0080514,0.010884,-0.077976,0.0021845,-0.0084402,-0.095734,0.01855,-0.04022,-0.011872,0.10369,-0.051517,0.17788,0.028262,-0.010846,-0.022317,0.066677,0.043682,-0.033471,-0.031256,0.020659,-0.13842,0.029208,-0.10219,0.026272,0.13487,0.014981,-0.040429,0.029812,-0.069992,0.058624,0.059563,0.11008,-0.0046824,-0.063516,0.044491,0.020289,0.14426,-0.073649,-0.0093671,-0.07893,-0.097181,-0.098677,0.16226,-0.14314,0.042736
"Bin.1.10",-0.014036,0.036048,-0.0090912,-0.00041105,0.011136,-0.05266,0.020849,0.02845,0.060758,0.025422,0.053811,0.0034381,-0.05806,0.02318,-0.0023198,0.03634,-0.025616,-0.023659,-0.053228,-0.02066,-0.0045768,-0.02375,0.0032052,0.034319,-0.049298,0.025047,0.022107,-0.076677,0.0098126,0.084152,0.020521,0.033051,-0.042555,-0.067835,0.05153,-0.020547,-0.067745,-0.031418,-0.042243,-0.021676,0.074801,0.02303,-0.026891,0.0946,0.09871,-0.27696,0.12424,0.056263,0.04181,0.068691
"Bin.1.06",-0.015404,0.054557,-0.033815,0.00072616,-0.0089591,-0.053523,0.010578,-0.025874,0.062978,-0.02081,-0.015203,-0.040847,0.020333,-0.022096,0.024931,0.010762,-0.038105,0.035368,-0.0041784,-0.022891,-0.02637,-0.014629,-0.02481,-0.019392,0.021965,0.024546,0.042694,-0.012785,0.10016,0.051813,0.078979,0.061377,0.06797,-0.066565,0.012006,-0.053856,-0.063226,-0.018003,-0.022813,-0.035073,0.011891,0.034609,-0.08536,0.030168,0.084193,-0.0015651,0.02503,-0.0076022,-0.034592,0.002579
"Bin.1.02",-0.020975,0.070414,-0.060059,-0.032599,-0.020405,-0.0494,-0.052968,-0.0018206,0.041536,-0.0041408,-0.019686,-0.073648,0.026662,-0.038497,-0.02028,0.048947,-0.046305,0.033409,0.0019382,-0.018995,-0.039949,0.039621,-0.03847,0.0043624,-0.023506,0.053624,0.014692,0.032638,0.045851,0.027014,0.0005539,0.068332,0.068357,-0.10911,0.068344,-0.026187,-0.021273,-0.020043,0.028082,-0.037484,-0.041905,-0.095576,-0.12016,0.028678,0.029144,0.0015475,0.013655,0.04644,-0.046977,-0.029107
"Bin.0.98",-0.01633,0.070072,-0.070716,-0.041423,-0.02593,-0.053553,-0.033356,-0.0068515,0.056712,-0.0095496,-0.038455,-0.0634,0.043107,-0.067883,-0.01411,0.052038,-0.077584,0.017473,0.012886,-0.0061454,-0.019861,0.04087,-0.043047,0.0085518,-0.047937,0.032684,0.016582,0.028175,0.0062621,0.031762,-0.0090382,0.02583,0.02178,-0.058616,0.07602,-0.032624,-0.0635,0.0054536,0.022939,-0.05041,0.012556,-0.11014,-0.022986,0.022158,-0.0069205,0.11321,-0.014947,-0.026223,-0.017219,-0.015834
